Date,Price,Open,High,Low,Volume,Chg%
01-04-2019,3152.6,3169.5,3171,3151,1.13K,-0.66%
02-04-2019,3149,3154.7,3243,3145,0.07K,-0.11%
03-04-2019,3148.9,3146.2,3153.9,3140.2,0.03K,0.00%
04-04-2019,3149.2,3147.1,3150.1,3147.1,0.01K,0.01%
05-04-2019,3172.9,3160,3186.5,3160,0.01K,0.75%
08-04-2019,3218.6,3190,3228.7,3190,9.52K,1.44%
09-04-2019,3220.1,3222.5,3227.4,3212.1,9.91K,0.05%
10-04-2019,3228.1,3216.1,3229.3,3208.6,10.14K,0.25%
11-04-2019,3175,3223.2,3223.2,3173.4,13.29K,-1.64%
12-04-2019,3186.2,3183.8,3198,3180.5,9.29K,0.35%
15-04-2019,3185.6,3180,3187.4,3168,8.11K,-0.02%
16-04-2019,3154.8,3180,3186.5,3152.3,12.40K,-0.97%
17-04-2019,3148,3164.8,3164.8,3145.3,4.87K,-0.22%
18-04-2019,3146.3,3145,3161.6,3140.3,10.01K,-0.05%
22-04-2019,3159.6,3155,3178,3155,8.65K,0.42%
23-04-2019,3156.2,3160.6,3164,3145,10.93K,-0.11%
24-04-2019,3181.8,3150,3183.8,3149.9,9.21K,0.81%
25-04-2019,3191.1,3178.6,3202.5,3170.4,10.58K,0.29%
26-04-2019,3193.9,3198,3199.6,3175.8,10.41K,0.09%
30-04-2019,3175.6,3190.9,3190.9,3170.6,11.06K,-0.57%
01-05-2019,3174,3171.3,3176.4,3165.5,5.40K,-0.05%
02-05-2019,3134.5,3168.1,3168.1,3125,12.94K,-1.24%
03-05-2019,3144.7,3133.1,3147.5,3124,10.87K,0.33%
06-05-2019,3156.3,3150,3165,3147.1,10.05K,0.37%
07-05-2019,3172.9,3158.5,3174.5,3151.7,9.36K,0.53%
08-05-2019,3168.5,3175,3192.5,3166,11.16K,-0.14%
09-05-2019,3191.6,3171.3,3205,3170.8,13.55K,0.73%
10-05-2019,3190.4,3190.6,3200.3,3178.2,10.52K,-0.04%
13-05-2019,3249.8,3198.7,3253.8,3186.2,16.39K,1.86%
14-05-2019,3224.1,3245,3245.4,3223.1,11.40K,-0.79%
15-05-2019,3225.9,3232,3241.9,3215,11.67K,0.06%
16-05-2019,3197.6,3216.2,3230.9,3191.1,12.03K,-0.88%
17-05-2019,3179.1,3198.1,3202.1,3175.5,12.11K,-0.58%
20-05-2019,3153.7,3167.9,3167.9,3137.6,11.14K,-0.80%
21-05-2019,3141.6,3148,3152.4,3137.6,9.62K,-0.38%
22-05-2019,3142.2,3144,3153.8,3139.1,7.56K,0.02%
23-05-2019,3166.7,3134.7,3173.5,3123.2,10.28K,0.78%
24-05-2019,3153,3164.6,3168,3148.3,7.19K,-0.43%
27-05-2019,3161.3,3155.5,3169.5,3155.5,7.07K,0.26%
28-05-2019,3154,3162.1,3169.3,3148.5,9.24K,-0.23%
29-05-2019,3173.3,3163.4,3184.5,3162.2,10.13K,0.61%
30-05-2019,3180.9,3156,3188.4,3153.4,9.55K,0.24%
31-05-2019,3209.8,3182.1,3212.4,3182.1,5.50K,0.91%
03-06-2019,3240.4,3220.7,3245,3216.2,0.40K,0.95%
04-06-2019,3248.2,3237.4,3259.6,3229.9,0.03K,0.24%
05-06-2019,3270,3270,3270,3270,0,0.67%
06-06-2019,3280,3268.8,3283.4,3268.8,8.06K,0.31%
07-06-2019,3293.6,3272.1,3304,3267.2,13.81K,0.41%
10-06-2019,3266,3285,3285,3263,7.92K,-0.84%
11-06-2019,3263.2,3269.2,3270.5,3248.6,9.40K,-0.09%
12-06-2019,3274.5,3267.4,3284.8,3267.4,10.41K,0.35%
13-06-2019,3295.9,3275.8,3298,3272.6,11.16K,0.65%
14-06-2019,3304.5,3298,3334.4,3298,16.80K,0.26%
17-06-2019,3302.1,3305.9,3314,3288.6,12.25K,-0.07%
18-06-2019,3302.4,3304.5,3325.8,3291.5,18.14K,0.01%
19-06-2019,3307.9,3298.5,3311.5,3297.1,11.19K,0.17%
20-06-2019,3402.6,3334,3406.8,3334,22.73K,2.86%
21-06-2019,3416.7,3407,3446.8,3390,22.92K,0.41%
24-06-2019,3444.1,3429,3447.5,3425.4,14.78K,0.80%
25-06-2019,3455.6,3449,3489.3,3439.6,26.63K,0.33%
26-06-2019,3438.7,3446.5,3446.5,3417.6,18.94K,-0.49%
27-06-2019,3417.5,3433.3,3433.3,3403,12.76K,-0.62%
28-06-2019,3420.6,3448.4,3448.4,3415.2,15.20K,0.09%
01-07-2019,3364.3,3413.8,3413.8,3362,18.75K,-1.65%
02-07-2019,3404.2,3369.1,3407,3369.1,13.97K,1.19%
03-07-2019,3424.6,3428,3449.9,3418.8,18.30K,0.60%
04-07-2019,3421.7,3430,3431.5,3412.5,12.11K,-0.08%
05-07-2019,3458.3,3425,3510,3420.5,42.52K,1.07%
08-07-2019,3457.9,3455,3482.8,3451,15.27K,-0.01%
09-07-2019,3458.2,3452.5,3462.6,3434,17.01K,0.01%
10-07-2019,3483.9,3453.2,3488.5,3437,20.29K,0.74%
11-07-2019,3470.1,3493.9,3514.5,3467.5,20.84K,-0.40%
12-07-2019,3490.5,3474.2,3495,3470.8,16.23K,0.59%
15-07-2019,3488.2,3489.7,3496.9,3476.8,13.91K,-0.07%
16-07-2019,3481.2,3488.3,3494.6,3471,20.54K,-0.20%
17-07-2019,3509,3478.7,3513.9,3468.2,17.50K,0.80%
18-07-2019,3515.6,3505,3519.1,3488,17.46K,0.19%
19-07-2019,3503.6,3532.1,3540.9,3500,17.76K,-0.34%
22-07-2019,3513.2,3510.9,3520.6,3505,8.96K,0.27%
23-07-2019,3502.1,3500,3515,3488.6,12.59K,-0.32%
24-07-2019,3502.7,3504.9,3509.4,3492.5,10.48K,0.02%
25-07-2019,3481.7,3500,3511.7,3478,13.43K,-0.60%
26-07-2019,3477.3,3481.9,3497.6,3472.3,10.05K,-0.13%
29-07-2019,3470.9,3475,3483,3467,9.33K,-0.18%
30-07-2019,3452.9,3470.4,3477.3,3429.1,15.64K,-0.52%
31-07-2019,3451.7,3454.3,3466.6,3441.5,8.94K,-0.03%
01-08-2019,3491.6,3429.7,3514.1,3426.5,2.28K,1.16%
02-08-2019,3557.7,3499.7,3564.4,3494.7,0.48K,1.89%
05-08-2019,3651.1,3619.2,3654,3602,0.57K,2.63%
06-08-2019,3749.7,3732.7,3753,3692.1,17.11K,2.70%
07-08-2019,3821.8,3783,3848.8,3761.3,25.09K,1.92%
08-08-2019,3775.7,3799.4,3809,3762.4,15.11K,-1.21%
09-08-2019,3799.2,3797.6,3814.8,3781.5,13.01K,0.62%
12-08-2019,3824.1,3825.7,3834.9,3815.2,5.25K,0.66%
13-08-2019,3777.5,3844.9,3866.6,3734.4,23.67K,-1.22%
14-08-2019,3816.3,3778.8,3834,3769.3,18.59K,1.03%
16-08-2019,3793.8,3814.3,3822,3770.5,14.76K,-0.59%
19-08-2019,3782.3,3773.7,3788.8,3760.5,15.66K,-0.30%
20-08-2019,3800.4,3775,3807.7,3767.8,15.15K,0.48%
21-08-2019,3799.3,3790.3,3804.1,3781.4,12.26K,-0.03%
22-08-2019,3816.5,3795,3822,3791.6,14.09K,0.45%
23-08-2019,3876.5,3805.2,3882.1,3796,19.26K,1.57%
26-08-2019,3882.8,3913.4,3934,3880,19.72K,0.16%
27-08-2019,3904.4,3879.7,3908.4,3871.3,16.11K,0.56%
28-08-2019,3916.5,3894.7,3929,3886.1,15.77K,0.31%
29-08-2019,3880.3,3918,3942.5,3867.5,19.97K,-0.92%
30-08-2019,3865.6,3865,3894.8,3861.1,15.84K,-0.38%
02-09-2019,3908.7,3885.9,3911.9,3884.6,5.78K,1.11%
03-09-2019,3968,3891.5,3974,3889.8,20.76K,1.52%
04-09-2019,3982.3,3965.1,3988.5,3935.8,18.67K,0.36%
05-09-2019,3889.4,3958.2,3962.8,3851.4,22.37K,-2.33%
06-09-2019,3855.3,3880,3897.8,3837.6,22.37K,-0.88%
09-09-2019,3847.2,3855.3,3869.7,3827.2,17.76K,-0.21%
10-09-2019,3825.3,3835.5,3849.5,3820.5,10.77K,-0.57%
11-09-2019,3797.4,3820.7,3825.9,3793,19.75K,-0.73%
12-09-2019,3775,3789.8,3822.8,3766.2,22.44K,-0.59%
13-09-2019,3752.4,3772.8,3789.2,3744.9,15.76K,-0.60%
16-09-2019,3818,3777.4,3821.5,3777.4,14.95K,1.75%
17-09-2019,3801.6,3805,3817.9,3786.1,14.94K,-0.43%
18-09-2019,3784.9,3794.6,3796.5,3773.4,13.06K,-0.44%
19-09-2019,3768.6,3775.6,3778.7,3753.2,13.39K,-0.43%
20-09-2019,3769.7,3771.4,3775,3743.8,12.82K,0.03%
23-09-2019,3792.4,3780,3797.4,3773.1,12.09K,0.60%
24-09-2019,3810.8,3782.5,3819,3777,14.29K,0.49%
25-09-2019,3760.2,3807.2,3819.4,3748.5,15.54K,-1.33%
26-09-2019,3779.4,3768.8,3784.9,3745.2,15.44K,0.51%
27-09-2019,3775,3775.3,3783.6,3731,15.49K,-0.12%
30-09-2019,3691.3,3755,3764,3683.2,8.65K,-2.22%
01-10-2019,3731.1,3700.3,3751.3,3677.1,1.47K,1.08%
03-10-2019,3799,3782.5,3809.9,3773.5,0.13K,1.82%
04-10-2019,3805.5,3792.5,3835,3783.7,0.05K,0.17%
07-10-2019,3812.3,3841,3847,3803.7,11.49K,0.18%
08-10-2019,3838.3,3832,3859.9,3822.5,6.95K,0.68%
09-10-2019,3849.7,3845.1,3857.4,3827.2,12.08K,0.30%
10-10-2019,3815.9,3852.6,3854.5,3807.7,14.45K,-0.88%
11-10-2019,3784.5,3800.2,3835,3769.1,17.31K,-0.82%
14-10-2019,3822.6,3789.4,3828,3777.1,14.54K,1.01%
15-10-2019,3803.6,3823.5,3842.5,3797.2,16.35K,-0.50%
16-10-2019,3821.9,3813.7,3824,3793.7,17.58K,0.48%
17-10-2019,3819.6,3818.1,3823.3,3797.2,14.51K,-0.06%
18-10-2019,3808.9,3814.2,3819.4,3796.5,12.56K,-0.28%
21-10-2019,3789,3801,3809,3786.7,7.97K,-0.52%
22-10-2019,3788.1,3788.3,3795,3782.2,11.33K,-0.02%
23-10-2019,3800.3,3794.4,3809.9,3794.4,10.71K,0.32%
24-10-2019,3835.2,3803.6,3837.2,3799,12.86K,0.92%
25-10-2019,3826.9,3833.2,3861.8,3821.5,15.00K,-0.22%
27-10-2019,3827.5,3831.9,3834,3826,0.97K,0.02%
28-10-2019,3792.2,3828.3,3828.3,3789.5,6.37K,-0.92%
29-10-2019,3791.6,3793.9,3804.5,3780.1,10.85K,-0.02%
30-10-2019,3808.8,3792,3812.9,3789.4,10.37K,0.45%
31-10-2019,3857.8,3810.5,3860.3,3803.7,15.13K,1.29%
01-11-2019,3831,3850,3854.6,3826.5,11.75K,-0.69%
04-11-2019,3847.2,3839.1,3851,3833.1,8.95K,0.42%
05-11-2019,3788.1,3836.9,3839.6,3785.1,16.01K,-1.54%
06-11-2019,3824.7,3790.6,3828.6,3790.6,12.14K,0.97%
07-11-2019,3757.5,3824.5,3824.5,3752,18.90K,-1.76%
08-11-2019,3768.7,3774.7,3786.9,3747.7,15.03K,0.30%
11-11-2019,3768,3768.7,3784.8,3751,11.49K,-0.02%
12-11-2019,3772,3768,3779.3,3752.2,7.61K,0.11%
13-11-2019,3809.7,3778.7,3814.8,3778.1,14.24K,1.00%
14-11-2019,3826.6,3806,3831.8,3805.9,13.32K,0.44%
15-11-2019,3799.4,3823.6,3823.6,3792.1,10.43K,-0.71%
18-11-2019,3822.9,3791.8,3824.7,3779.1,14.48K,0.62%
19-11-2019,3820.5,3823,3823,3792,13.86K,-0.06%
20-11-2019,3815.5,3822,3833,3800.1,14.62K,-0.13%
21-11-2019,3795.3,3815.5,3819.3,3792,11.85K,-0.53%
22-11-2019,3789.5,3792.9,3813.5,3787.1,12.41K,-0.15%
25-11-2019,3772.3,3793.5,3793.5,3770.5,11.46K,-0.45%
26-11-2019,3771.8,3769.6,3777.7,3752,12.28K,-0.01%
27-11-2019,3752.5,3769,3769,3748.2,11.04K,-0.51%
28-11-2019,3772.3,3757.3,3774.8,3754,8.53K,0.53%
29-11-2019,3803.1,3778.2,3811.4,3769.3,5.66K,0.82%
02-12-2019,3795.2,3771.7,3802.8,3710,0.48K,-0.21%
03-12-2019,3825,3793,3876.8,3788,0.05K,0.79%
04-12-2019,3817.6,3833.1,3845,3814,0.07K,-0.19%
05-12-2019,3823.7,3885,3885,3819.2,0.01K,0.16%
06-12-2019,3769.9,3801.1,3811.9,3765.5,12.24K,-1.41%
09-12-2019,3758.3,3767.9,3769.8,3756.3,7.35K,-0.31%
10-12-2019,3757.1,3767.7,3770,3753.4,10.37K,-0.03%
11-12-2019,3769.9,3758,3773.8,3752,9.23K,0.34%
12-12-2019,3754.4,3777,3806.8,3747,19.75K,-0.41%
13-12-2019,3777.3,3746.6,3784,3746.6,16.52K,0.61%
16-12-2019,3787.1,3772.5,3796.7,3772.5,11.17K,0.26%
17-12-2019,3794,3786.9,3798,3784.5,10.38K,0.18%
18-12-2019,3791.2,3795.9,3799.5,3780.2,10.14K,-0.07%
19-12-2019,3810.9,3795.9,3813,3786,10.52K,0.52%
20-12-2019,3799.1,3804,3812,3795.1,9.20K,-0.31%
23-12-2019,3825.7,3804,3828.7,3804,9.44K,0.70%
24-12-2019,3863.9,3833,3866.7,3829.2,10.75K,1.00%
26-12-2019,3888.2,3863.5,3894.8,3863.5,14.26K,0.63%
27-12-2019,3908,3893,3909.5,3878.7,11.85K,0.51%
30-12-2019,3897.1,3906.7,3909,3890.4,10.61K,-0.28%
31-12-2019,3910.8,3905.3,3927,3901.1,11.48K,0.35%
01-01-2020,3906.7,3910.8,3911.3,3895.7,2.81K,-0.10%
02-01-2020,3927.7,3905.1,3940,3904.1,14.13K,0.54%
03-01-2020,4011.2,3950,4014.3,3950,20.36K,2.13%
06-01-2020,4047.2,4025,4109.6,4025,21.49K,0.90%
07-01-2020,4066.3,4035,4069.3,4020.3,16.49K,0.47%
08-01-2020,4011,4094.6,4129.3,3992.2,29.94K,-1.36%
09-01-2020,3983,4003.6,4014.4,3961,18.79K,-0.70%
10-01-2020,3987.1,3971.8,3991.3,3956.8,15.61K,0.10%
13-01-2020,3954.6,3972.2,3980.1,3952.3,13.48K,-0.82%
14-01-2020,3944.7,3950,3953,3926.2,12.16K,-0.25%
15-01-2020,3961.1,3964.6,3970.8,3947.7,10.79K,0.42%
16-01-2020,3968.6,3965.5,3977.5,3958.8,9.42K,0.19%
17-01-2020,3994.6,3973,3998.3,3970.2,10.63K,0.66%
20-01-2020,3994.7,3990,4000,3988,7.12K,0.00%
21-01-2020,3991.1,4009,4017.6,3967.5,14.86K,-0.09%
22-01-2020,3991.3,3981.7,3997.4,3975.2,9.30K,0.01%
23-01-2020,4028.3,3990.4,4031.1,3983.6,12.42K,0.93%
24-01-2020,4035.2,4021.4,4044,3995.1,14.74K,0.17%
27-01-2020,4058.5,4050,4081,4048,13.93K,0.58%
28-01-2020,4024.2,4056.2,4060.8,4015.6,13.19K,-0.85%
29-01-2020,4035,4011.1,4045.8,4006.6,12.11K,0.27%
30-01-2020,4097.5,4048.6,4106.8,4047.2,5.91K,1.55%
31-01-2020,4100,4101.4,4114.5,4057.1,0.98K,0.06%
01-02-2020,4120.6,4103.5,4129.7,4082,3.49K,0.50%
03-02-2020,4066.1,4101.1,4105,4037.1,0.09K,-1.32%
04-02-2020,4030.2,4040.8,4050,4011.2,0.02K,-0.88%
05-02-2020,4017.5,4020.1,4028,4000,0.01K,-0.32%
06-02-2020,4035.1,4008.1,4042.1,4003,11.32K,0.44%
07-02-2020,4064.4,4039.3,4072.4,4030.2,13.03K,0.73%
10-02-2020,4067.9,4056.6,4071.5,4051.4,8.34K,0.09%
11-02-2020,4041,4056.6,4057.7,4030,11.52K,-0.66%
12-02-2020,4048.4,4043.1,4054.9,4030.6,9.98K,0.18%
13-02-2020,4065.6,4055.1,4070,4051.3,9.87K,0.42%
14-02-2020,4097.9,4060.1,4101,4057.3,10.12K,0.79%
17-02-2020,4075.6,4088.9,4092.5,4072,6.98K,-0.54%
18-02-2020,4142,4090,4148,4090,14.83K,1.63%
19-02-2020,4158.6,4140.8,4161.9,4135,13.65K,0.40%
20-02-2020,4203.9,4165.1,4215.8,4150,19.36K,1.09%
21-02-2020,4266.6,4221,4279,4221,13.35K,1.49%
24-02-2020,4358,4293.2,4378.8,4293.2,25.49K,2.14%
25-02-2020,4278.8,4317.6,4317.6,4237.1,26.43K,-1.82%
26-02-2020,4250.4,4253.6,4285.4,4210,19.75K,-0.66%
27-02-2020,4238.5,4264,4297.6,4232.2,20.94K,-0.28%
28-02-2020,4139.7,4267,4274.7,4127.5,34.99K,-2.33%
02-03-2020,4195.6,4173.8,4234.3,4164.6,22.69K,1.35%
03-03-2020,4347.4,4192.7,4351.7,4187.3,26.80K,3.62%
04-03-2020,4356.9,4335.7,4377.8,4329.3,20.04K,0.22%
05-03-2020,4445.8,4350.4,4450.3,4324.3,22.50K,2.04%
06-03-2020,4415.8,4457.4,4496.1,4343.2,35.39K,-0.67%
09-03-2020,4435.3,4457.5,4477.2,4385.1,21.98K,0.44%
10-03-2020,4374,4383.6,4394.1,4353,9.60K,-1.38%
11-03-2020,4335.5,4374.4,4387.5,4327.5,14.84K,-0.88%
12-03-2020,4220.6,4330.2,4363.7,4156.7,28.70K,-2.65%
13-03-2020,4034.8,4175,4207,4005.5,25.32K,-4.40%
16-03-2020,3951.8,4098.2,4119.9,3840,37.15K,-2.06%
17-03-2020,4024.4,3948.9,4093.4,3865,24.02K,1.84%
18-03-2020,3972.3,4012.7,4044.7,3931.8,22.19K,-1.29%
19-03-2020,3983.1,3930.7,4009.9,3905.2,14.77K,0.27%
20-03-2020,4035.8,3990,4094.8,3983.8,15.28K,1.32%
23-03-2020,4116.3,4072.1,4131,3976.5,13.22K,1.99%
24-03-2020,4137.9,4218.4,4218.4,3992.9,12.74K,0.52%
25-03-2020,4221.7,4137.9,4278.5,4081.1,7.59K,2.03%
26-03-2020,4354.2,4200.1,4453.5,4143,7.07K,3.14%
27-03-2020,4357.1,4280,4376,4280,4.80K,0.07%
30-03-2020,4384.2,4345,4419,4321.2,0.40K,0.62%
31-03-2020,4325.5,4379.9,4384,4313,0.07K,-1.34%
01-04-2020,4335.7,4326.1,4355,4308,0.01K,0.24%
03-04-2020,4395.3,4465.7,4580,4365,0.06K,1.37%
07-04-2020,4508.1,4400,4572.4,4400,5.49K,2.57%
08-04-2020,4494.1,4477.7,4503.6,4468.6,3.16K,-0.31%
09-04-2020,4529.4,4483.8,4532.7,4483.8,3.27K,0.79%
13-04-2020,4628.6,4580,4638.5,4562.2,4.86K,2.19%
15-04-2020,4671,4644.5,4678.5,4606,6.98K,0.92%
16-04-2020,4725.8,4660,4732.7,4652.6,4.89K,1.17%
17-04-2020,4573.5,4670,4670,4561.4,8.04K,-3.22%
20-04-2020,4571.4,4546.5,4579.5,4531,6.65K,-0.05%
21-04-2020,4532.5,4582.5,4628.9,4505,8.99K,-0.85%
22-04-2020,4616.7,4576.8,4624.5,4556,7.77K,1.86%
23-04-2020,4642.7,4628,4673.3,4616.6,9.88K,0.56%
24-04-2020,4652.7,4632.2,4690,4611,10.86K,0.22%
27-04-2020,4619.1,4651.1,4665,4612.5,9.20K,-0.72%
28-04-2020,4606.6,4600,4613.3,4557.6,10.14K,-0.27%
29-04-2020,4554.6,4592.5,4617.7,4546,10.50K,-1.13%
30-04-2020,4490.6,4580.1,4594,4474,11.96K,-1.41%
01-05-2020,4552.7,4500.8,4560,4475,7.40K,1.38%
04-05-2020,4580.7,4556.5,4597.8,4546.1,8.80K,0.62%
05-05-2020,4575.1,4552.7,4578.4,4531.1,8.78K,-0.12%
06-05-2020,4537.1,4564.1,4584.8,4532,9.54K,-0.83%
07-05-2020,4616.1,4543,4620.9,4534,9.32K,1.74%
08-05-2020,4581.2,4637.7,4637.7,4575.5,11.23K,-0.76%
11-05-2020,4578.1,4580.1,4596,4559,9.79K,-0.07%
12-05-2020,4562.5,4587.8,4597,4554.4,10.99K,-0.34%
13-05-2020,4598.1,4561.3,4609,4550.1,11.10K,0.78%
14-05-2020,4665.4,4606.2,4679.5,4606.2,13.05K,1.46%
15-05-2020,4738.1,4671.1,4746.2,4664.1,12.37K,1.56%
18-05-2020,4665.5,4765.9,4798,4655.9,16.31K,-1.53%
19-05-2020,4705,4680.2,4718.1,4648.1,12.21K,0.85%
20-05-2020,4713.1,4718.1,4735.4,4680,10.94K,0.17%
21-05-2020,4638.8,4705,4705,4624.1,10.90K,-1.58%
22-05-2020,4705.6,4646.6,4713,4646.4,11.30K,1.44%
25-05-2020,4697.3,4680.8,4705,4665,4.16K,-0.18%
26-05-2020,4632.2,4704.9,4715,4625.7,13.66K,-1.39%
27-05-2020,4653.1,4630.7,4657,4577.5,13.87K,0.45%
28-05-2020,4640.5,4644.4,4686,4628.8,10.59K,-0.27%
29-05-2020,4665.4,4652.3,4686.8,4639.4,7.90K,0.54%
01-06-2020,4708.3,4657.1,4730,4652,0.41K,0.92%
02-06-2020,4679.6,4717,4720,4660,0.06K,-0.61%
03-06-2020,4609.9,4670,4670,4590,0.04K,-1.49%
04-06-2020,4672.7,4659.9,4690.4,4659.9,0.01K,1.36%
05-06-2020,4652.6,4675,4675,4630.1,0.00K,-0.43%
08-06-2020,4610.1,4579.3,4616,4574.8,10.22K,-0.91%
09-06-2020,4659.4,4607.5,4673.7,4595,13.28K,1.07%
10-06-2020,4662.6,4660.2,4694.9,4655.4,9.88K,0.07%
11-06-2020,4741.4,4675,4768,4675,16.91K,1.69%
12-06-2020,4733.4,4715,4755,4706.5,11.83K,-0.17%
15-06-2020,4702.6,4719.9,4724.6,4654.6,12.92K,-0.65%
16-06-2020,4756.7,4718,4765,4696,14.47K,1.15%
17-06-2020,4733.8,4745,4748.3,4696.7,11.89K,-0.48%
18-06-2020,4735.5,4730.1,4761.9,4711,12.94K,0.04%
19-06-2020,4793.7,4739.9,4798,4732.8,11.46K,1.23%
22-06-2020,4794.4,4800,4828.9,4779.2,12.35K,0.01%
23-06-2020,4823.2,4786.4,4827.2,4773.1,13.90K,0.60%
24-06-2020,4813.4,4833.3,4858.9,4803.5,17.25K,-0.20%
25-06-2020,4794.1,4811.4,4817.3,4782.3,12.37K,-0.40%
26-06-2020,4830.5,4790.2,4834.8,4770,16.17K,0.76%
